RR,BApplication,NAP,latitude,longitude,biochar_pH,highestT,Biochar carbon,Biochar.Nitrogen,Biochar.Ash,Biochar C/N,Soil_PH,CEC,Soil Organic Carbon,sand,silt,clay,feedstock,croptype,texture,PyrolysisType
0.21,6.5,146,\N,\N,9.92,500,0.69,0.01,0.18,61.89189189,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.23,26,146,\N,\N,9.92,500,0.69,0.01,0.18,61.89189189,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.18,91,146,\N,\N,9.92,500,0.69,0.01,0.18,61.89189189,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.02,2.6,146,\N,\N,8.6,500,0.8,0.01,0.02,157.0588235,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.1,6.5,146,\N,\N,8.6,500,0.8,0.01,0.02,157.0588235,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.16,26,146,\N,\N,8.6,500,0.8,0.01,0.02,157.0588235,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.08,91,146,\N,\N,8.6,500,0.8,0.01,0.02,157.0588235,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.09,2.6,146,\N,\N,5.78,500,0.84,0,0.04,466.1111111,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.04,6.5,146,\N,\N,5.78,500,0.84,0,0.04,466.1111111,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.02,26,146,\N,\N,5.78,500,0.84,0,0.04,466.1111111,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.19,91,146,\N,\N,5.78,500,0.84,0,0.04,466.1111111,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.01,2.6,146,\N,\N,6.35,300,0.7,0.01,0.02,129.4444444,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.04,6.5,146,\N,\N,6.35,300,0.7,0.01,0.02,129.4444444,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.05,26,146,\N,\N,6.35,300,0.7,0.01,0.02,129.4444444,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.03,91,146,\N,\N,6.35,300,0.7,0.01,0.02,129.4444444,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.12,2.6,146,\N,\N,5.62,500,0.83,0,0.01,834,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.16,6.5,146,\N,\N,5.62,500,0.83,0,0.01,834,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.09,26,146,\N,\N,5.62,500,0.83,0,0.01,834,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.02,91,146,\N,\N,5.62,500,0.83,0,0.01,834,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.15,2.6,146,\N,\N,9.36,500,0.59,0.03,0.15,23.02325581,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.17,6.5,146,\N,\N,9.36,500,0.59,0.03,0.15,23.02325581,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.18,26,146,\N,\N,9.36,500,0.59,0.03,0.15,23.02325581,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.08,91,146,\N,\N,9.36,500,0.59,0.03,0.15,23.02325581,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.1,2.6,146,\N,\N,9.67,500,0.37,0.03,0.53,14.3359375,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.16,6.5,146,\N,\N,9.67,500,0.37,0.03,0.53,14.3359375,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.08,26,146,\N,\N,9.67,500,0.37,0.03,0.53,14.3359375,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-1.67,91,146,\N,\N,9.67,500,0.37,0.03,0.53,14.3359375,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.19,2.6,146,\N,\N,9.28,500,0.19,0,0.57,274.2857143,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.06,6.5,146,\N,\N,9.28,500,0.19,0,0.57,274.2857143,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.03,26,146,\N,\N,9.28,500,0.19,0,0.57,274.2857143,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.12,91,146,\N,\N,9.28,500,0.19,0,0.57,274.2857143,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0,\N,\N,48.5,-115.88,8.34,400,0.66,0.01,\N,46.26760563,8,\N,\N,\N,\N,\N,Nonwood,forb,\N,slow
0.12,2.6,146,\N,\N,10.57,500,0.25,0.01,0.53,18.0141844,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.2,6.5,146,\N,\N,10.57,500,0.25,0.01,0.53,18.0141844,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.21,26,146,\N,\N,10.57,500,0.25,0.01,0.53,18.0141844,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.25,91,146,\N,\N,10.57,500,0.25,0.01,0.53,18.0141844,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.16,2.6,146,\N,\N,9.95,600,0.7,0.01,0.17,69.10891089,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.29,6.5,146,\N,\N,9.95,600,0.7,0.01,0.17,69.10891089,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.25,26,146,\N,\N,9.95,600,0.7,0.01,0.17,69.10891089,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.04,91,146,\N,\N,9.95,600,0.7,0.01,0.17,69.10891089,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.15,2.6,146,\N,\N,8.85,600,0.84,0.01,0.17,161.7307692,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.09,6.5,146,\N,\N,8.85,600,0.84,0.01,0.17,161.7307692,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.01,26,146,\N,\N,8.85,600,0.84,0.01,0.17,161.7307692,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.06,91,146,\N,\N,8.85,600,0.84,0.01,0.17,161.7307692,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0,2.6,146,\N,\N,6.38,600,0.88,0,0.01,515.2941176,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.17,6.5,146,\N,\N,6.38,600,0.88,0,0.01,515.2941176,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.12,26,146,\N,\N,6.38,600,0.88,0,0.01,515.2941176,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.17,91,146,\N,\N,6.38,600,0.88,0,0.01,515.2941176,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.01,2.6,146,\N,\N,5.97,600,0.87,0,0.01,669.2307692,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.03,6.5,146,\N,\N,5.97,600,0.87,0,0.01,669.2307692,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.03,26,146,\N,\N,5.97,600,0.87,0,0.01,669.2307692,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.33,91,146,\N,\N,5.97,600,0.87,0,0.01,669.2307692,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.1,2.6,146,\N,\N,9.94,600,0.63,0.02,0.19,27.91111111,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.09,6.5,146,\N,\N,9.94,600,0.63,0.02,0.19,27.91111111,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.15,26,146,\N,\N,9.94,600,0.63,0.02,0.19,27.91111111,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
-0.3,91,146,\N,\N,9.94,600,0.63,0.02,0.19,27.91111111,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.2,2.6,146,\N,\N,4.25,300,0.64,0,0,491.5384615,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.01,6.5,146,\N,\N,4.25,300,0.64,0,0,491.5384615,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.06,26,146,\N,\N,4.25,300,0.64,0,0,491.5384615,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.06,91,146,\N,\N,4.25,300,0.64,0,0,491.5384615,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
-0.02,2.6,146,\N,\N,10.53,600,0.23,0.01,0.52,22.52427184,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.05,6.5,146,\N,\N,10.53,600,0.23,0.01,0.52,22.52427184,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
-0.02,26,146,\N,\N,10.53,600,0.23,0.01,0.52,22.52427184,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
-0.86,91,146,\N,\N,10.53,600,0.23,0.01,0.52,22.52427184,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.09,2.6,146,\N,\N,11.14,600,0.19,0,0.57,240,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.08,6.5,146,\N,\N,11.14,600,0.19,0,0.57,240,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.21,26,146,\N,\N,11.14,600,0.19,0,0.57,240,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.11,91,146,\N,\N,11.14,600,0.19,0,0.57,240,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,fast
0.24,2.6,146,\N,\N,10.65,600,0.24,0.01,0.56,25.10638298,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,fast
0.19,6.5,146,\N,\N,10.65,600,0.24,0.01,0.56,25.10638298,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,fast
0.24,26,146,\N,\N,10.65,600,0.24,0.01,0.56,25.10638298,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,fast
0.2,91,146,\N,\N,10.65,600,0.24,0.01,0.56,25.10638298,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,fast
0.38,\N,\N,48.5,-115.88,8.23,430,0.65,0.02,\N,39.21212121,8,\N,\N,\N,\N,\N,Nonwood,forb,\N,fast
0.14,2.6,146,\N,\N,6.74,300,0.62,0,0.01,621,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,fast
-0.09,6.5,146,\N,\N,6.74,300,0.62,0,0.01,621,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.04,26,146,\N,\N,6.74,300,0.62,0,0.01,621,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.05,91,146,\N,\N,6.74,300,0.62,0,0.01,621,6.85,9.76,\N,\N,\N,0.27,Wood,cereal,Medium,slow
0.06,2.6,146,\N,\N,8.92,300,0.56,0.03,0.01,21.09022556,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.12,6.5,146,\N,\N,8.92,300,0.56,0.03,0.01,21.09022556,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.2,26,146,\N,\N,8.92,300,0.56,0.03,0.01,21.09022556,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
-0.44,91,146,\N,\N,8.92,300,0.56,0.03,0.01,21.09022556,6.85,9.76,\N,\N,\N,0.27,Manure,cereal,Medium,slow
0.1,2.6,146,\N,\N,7.52,300,0.65,0.06,0.23,11.10544218,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.03,6.5,146,\N,\N,7.52,300,0.65,0.06,0.23,11.10544218,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.74,26,146,\N,\N,7.52,300,0.65,0.06,0.23,11.10544218,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-2.43,91,146,\N,\N,7.52,300,0.65,0.06,0.23,11.10544218,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.17,2.6,146,\N,\N,7.44,300,0.21,0,0.23,235.5555556,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.15,6.5,146,\N,\N,7.44,300,0.21,0,0.23,235.5555556,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
0.06,26,146,\N,\N,7.44,300,0.21,0,0.23,235.5555556,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.33,91,146,\N,\N,7.44,300,0.21,0,0.23,235.5555556,6.85,9.76,\N,\N,\N,0.27,Nonwood,cereal,Medium,slow
-0.12,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
0.01,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.42,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.46,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.89,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-1.8,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.09,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
0.05,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.34,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.39,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.97,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-1.99,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.18,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.1,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.67,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.64,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.92,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-1.37,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.42,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.6,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
-0.48,\N,\N,\N,\N,4.1,200,0.53,0.02,\N,23.13043478,7.55,\N,\N,0.74,0.19,0.08,Nonwood,forb,Light,slow
1.66,50,0,6.25,-73.5,9,\N,0.65,\N,\N,\N,4.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
1.11,50,100,6.25,-73.5,9,\N,0.65,\N,\N,\N,4.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,\N
0.44,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.44,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
-0.27,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
-0.32,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.33,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.07,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.24,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.11,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.11,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
-0.19,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.27,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.45,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.04,10.82,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.27,145.8,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.61,48.6,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.61,97.2,20,4.19,-72.39,7,350,0.82,0.01,0,144.3859649,5.13,10.25,\N,\N,\N,\N,Wood,legume,Heavy,fast
0.29,8,0,19.5,102,7.5,\N,0.87,\N,\N,\N,8.3,15,12,0.28,0.35,0.37,Wood,cereal,Heavy,\N
1.06,\N,\N,4.25,-7.5,10.14,\N,0.72,\N,\N,\N,\N,\N,\N,\N,\N,\N,Wood,grass,\N,\N
0.1,1.5,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.43,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
0,1.5,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.43,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
0.1,3,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.43,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
-0.11,3,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.43,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
0.15,3,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.23,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
-0.12,3,30,\N,\N,\N,530,0.56,0.01,\N,76.21621622,6.23,\N,2.5,\N,\N,\N,Nonwood,cereal,Light,fast
0.49,41.5,0,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
0.35,41.5,0,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
0,41.5,\N,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
0.09,41.5,\N,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
0.19,41.5,\N,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
0.28,41.5,\N,13.5,103.75,9.63,1000,0.35,0.01,0.63,50,5.5,\N,\N,\N,\N,\N,Nonwood,cereal,\N,slow
-0.16,50,\N,\N,\N,\N,700,\N,\N,\N,\N,5.8,14,2.5,\N,\N,\N,Wood,cereal,\N,fast
0.58,50,\N,\N,\N,\N,700,\N,\N,\N,\N,5.8,14,2.5,\N,\N,\N,Wood,cereal,\N,fast
0.08,50,\N,\N,\N,\N,700,\N,\N,\N,\N,5.8,14,2.5,\N,\N,\N,Wood,cereal,\N,fast
0.46,50,\N,\N,\N,\N,700,\N,\N,\N,\N,5.8,14,2.5,\N,\N,\N,Wood,cereal,\N,fast
0.16,30,100,11.5,105,9.8,600,0.31,\N,\N,\N,5.5,\N,\N,0.25,0.66,0.09,Nonwood,cereal,Medium,fast
0.57,30,100,11.5,105,9.8,600,0.31,\N,\N,\N,5.5,\N,\N,0.25,0.66,0.09,Nonwood,cereal,Medium,fast
0.11,30,100,11.5,105,10.7,500,0.06,\N,\N,\N,5.5,\N,\N,0.25,0.66,0.09,Nonwood,cereal,Medium,fast
0.52,30,100,11.5,105,10.7,500,0.06,\N,\N,\N,5.5,\N,\N,0.25,0.66,0.09,Nonwood,cereal,Medium,fast
0,1.5,14.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.03,3,14.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
-0.03,6,14.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.01,1.5,12.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
-0.07,3,12.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.16,6,12.8,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.41,1.5,15.9,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.38,3,15.9,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
0.36,6,15.9,-28.5,115.75,8.4,\N,0.3,0.01,0.54,25.33333333,5.3,1.8,15.5,\N,\N,\N,Wood,cereal,Medium,\N
